1	19202304	19202364	Tcfap2b_2	900	+	19202353	19202364
1	19203958	19204018	Tcfap2b_3	900	+	19204007	19204018
1	20608102	20608162	Pkhd1_1	900	-	20608102	20608113
1	20720936	20720996	Il17a_1	900	+	20720985	20720996
1	20774337	20774397	Il17f_1	900	-	20774337	20774348
1	20810295	20810355	Mcm3_1	900	-	20810295	20810306
1	20880601	20880661	Paqr8_1	900	+	20880650	20880661
1	20907789	20907849	Paqr8_2	900	+	20907838	20907849
1	20941649	20941709	Efhc1_1	900	+	20941698	20941709
1	21069295	21069355	Tram2_1	900	-	21069295	21069306
1	21208630	21208690	Tmem14a_1	900	+	21208679	21208690
1	21230644	21230704	Gsta3_1	900	+	21230693	21230704
1	21339674	21339734	Khdc1a_1	900	+	21339723	21339734
1	21358308	21358368	Khdc1c_1	900	+	21358357	21358368
1	22812678	22812738	Rims1_1	900	-	22812678	22812689
1	23109079	23109139	4933415F23Rik_1	900	-	23109079	23109090
1	23390019	23390079	Ogfrl1_1	900	-	23390019	23390030
1	23768688	23768748	B3gat2_1	900	+	23768737	23768748
1	23916517	23916577	Smap1_2	900	-	23916517	23916528
1	23929138	23929198	Smap1_1	900	-	23929138	23929149
1	24012460	24012520	1110058L19Rik_1	900	-	24012460	24012471
1	24037243	24037303	Fam135a_2	900	-	24037243	24037254
1	24107081	24107141	Fam135a_1	900	-	24107081	24107092
1	24184485	24184545	Col9a1_1	900	+	24184534	24184545
1	24202032	24202092	Col9a1_2	900	+	24202081	24202092
1	24594247	24594307	Col19a1_1	900	-	24594247	24594258
1	24685533	24685593	Lmbrd1_1	900	+	24685582	24685593
1	25883659	25883719	Bai3_2	900	-	25883659	25883670
1	25886483	25886543	Bai3_1	900	-	25886483	25886494
1	26744294	26744354	4931408C20Rik_1	900	-	26744294	26744305
1	28837086	28837146	Gm597_1	900	-	28837086	28837097
1	30920084	30920144	Phf3_1	900	-	30920084	30920095
1	31006591	31006651	Ptp4a1_1	900	-	31006591	31006602
1	31233204	31233264	Lgsn_1	900	+	31233253	31233264
1	31279671	31279731	4930521A18Rik_1	900	+	31279720	31279731
1	32229551	32229611	Khdrbs2_1	900	+	32229600	32229611
1	32604127	32604187	Gm5415_1	900	-	32604127	32604138
1	33726620	33726680	Prim2_1	900	-	33726620	33726631
1	33776706	33776766	Rab23_1	900	+	33776755	33776766
1	33814575	33814635	Bag2_1	900	-	33814575	33814586
1	33871314	33871374	Zfp451_1	900	-	33871314	33871325
1	33964593	33964653	Bend6_1	900	-	33964593	33964604
1	34068390	34068450	Dst_1	900	+	34068439	34068450
1	34496518	34496578	Ccdc115_1	900	-	34496518	34496529
1	34496667	34496727	Imp4_1	900	+	34496716	34496727
1	34516592	34516652	Ptpn18_1	900	+	34516641	34516652
1	34555207	34555267	Prss39_1	900	+	34555256	34555267
1	34617785	34617845	Prss40_1	900	-	34617785	34617796
1	34636363	34636423	Fam123c_1	900	+	34636412	34636423
1	34858536	34858596	Arhgef4_1	900	+	34858585	34858596
1	34899847	34899907	Fam168b_1	900	-	34899847	34899858
1	34906780	34906840	Plekhb2_1	900	+	34906829	34906840
1	36125176	36125236	Hs6st1_1	900	+	36125225	36125236
1	36301106	36301166	Uggt1_1	900	-	36301106	36301117
1	36330269	36330329	Neurl3_1	900	-	36330269	36330280
1	36364549	36364609	Arid5a_1	900	+	36364598	36364609
1	36424885	36424945	4632411B12Rik_2	900	-	36424885	36424896
1	36425966	36426026	4632411B12Rik_1	900	-	36425966	36425977
1	36502091	36502151	Lman2l_1	900	-	36502091	36502102
1	36568671	36568731	Cnnm3_1	900	+	36568720	36568731
1	36592564	36592624	Ankrd23_1	900	-	36592564	36592575
1	36604035	36604095	Ankrd39_1	900	-	36604035	36604046
1	36614357	36614417	Sema4c_2	900	-	36614357	36614368
1	36615025	36615085	Sema4c_1	900	-	36615025	36615036
1	36739980	36740040	Fam178b_1	900	-	36739980	36739991
1	36748343	36748403	Cox5b_1	900	+	36748392	36748403
1	36766773	36766833	Actr1b_1	900	-	36766773	36766784
1	36818631	36818691	Zap70_1	900	+	36818680	36818691
1	36996447	36996507	Tmem131_1	900	-	36996447	36996458
1	37275991	37276051	Cnga3_1	900	+	37276040	37276051
1	37356694	37356754	Inpp4a_1	900	+	37356743	37356754
1	37425784	37425844	Inpp4a_2	900	+	37425833	37425844
1	37486885	37486945	6330578E17Rik_1	900	-	37486885	37486896
1	37486979	37487039	Unc50_1	900	+	37487028	37487039
1	37552977	37553037	Mgat4a_3	900	-	37552977	37552988
1	37593068	37593128	Mgat4a_2	900	-	37593068	37593079
1	37597821	37597881	Mgat4a_1	900	-	37597821	37597832
1	37776643	37776703	2010300C02Rik_1	900	-	37776643	37776654
1	37921908	37921968	Tsga10_1	900	-	37921908	37921919
1	37929014	37929074	Lipt1_1	900	+	37929063	37929074
1	37947179	37947239	Mitd1_1	900	-	37947179	37947190
1	37947336	37947396	Mrpl30_1	900	+	37947385	37947396
1	37973327	37973387	Lyg2_1	900	-	37973327	37973338
1	38014593	38014653	Lyg1_1	900	-	38014593	38014604
1	38054039	38054099	Txndc9_1	900	-	38054039	38054050
1	38054919	38054979	Eif5b_1	900	+	38054968	38054979
1	38186500	38186560	Rev1_1	900	-	38186500	38186511
1	38592006	38592066	Aff3_3	900	-	38592006	38592017
1	38684282	38684342	Aff3_2	900	-	38684282	38684293
1	38721789	38721849	Aff3_1	900	-	38721789	38721800
1	38954949	38955009	Chst10_1	900	-	38954949	38954960
1	38995974	38996034	Nms_1	900	+	38996023	38996034
1	39044609	39044669	Pdcl3_1	900	+	39044658	39044669
1	39251045	39251105	Npas2_1	900	+	39251094	39251105
1	39424706	39424766	Rpl31_1	900	+	39424755	39424766
1	39535578	39535638	Tbc1d8_1	900	-	39535578	39535589
1	39592553	39592613	D1Bwg0212e_1	900	+	39592602	39592613
1	39594795	39594855	D1Bwg0212e_2	900	+	39594844	39594855
1	39634186	39634246	Rnf149_1	900	-	39634186	39634197
1	39707786	39707846	Creg2_1	900	-	39707786	39707797
1	39777842	39777902	Rfx8_1	900	-	39777842	39777853
1	39862150	39862210	Gm3646_1	900	-	39862150	39862161
1	39957708	39957768	Map4k4_1	900	+	39957757	39957768
1	40141537	40141597	Il1r2_1	900	+	40141586	40141597
1	40281856	40281916	Il1r1_1	900	+	40281905	40281916
1	40323416	40323476	Il1r1_2	900	+	40323465	40323476
1	40381391	40381451	Il1rl2_1	900	+	40381440	40381451
1	40486371	40486431	Il1rl1_1	900	+	40486420	40486431
1	40496571	40496631	Il1rl1_2	900	+	40496620	40496631
1	40522457	40522517	Il18r1_1	900	+	40522506	40522517
1	40522786	40522846	Il18r1_2	900	+	40522835	40522846
1	40572202	40572262	Il18rap_1	900	+	40572251	40572262
1	40636870	40636930	Slc9a4_1	900	+	40636919	40636930
1	40738392	40738452	Slc9a2_1	900	+	40738441	40738452
1	40847491	40847551	Mfsd9_1	900	-	40847491	40847502
1	40862415	40862475	Tmem182_1	900	+	40862464	40862475
1	42753867	42753927	Pou3f3_1	900	+	42753916	42753927
1	42908071	42908131	Mrps9_1	900	+	42908120	42908131
1	43009914	43009974	Gpr45_1	900	+	43009963	43009974
1	43149288	43149348	Tgfbrap1_2	900	-	43149288	43149299
1	43155481	43155541	Tgfbrap1_1	900	-	43155481	43155492
1	43155515	43155575	AI597479_1	900	+	43155564	43155575
1	43220768	43220828	Fhl2_2	900	-	43220768	43220779
1	43253595	43253655	Fhl2_1	900	-	43253595	43253606
1	43502593	43502653	Nck2_1	900	+	43502642	43502653
1	43787638	43787698	1500015O10Rik_1	900	+	43787687	43787698
1	43884596	43884656	Uxs1_1	900	-	43884596	43884607
1	43990846	43990906	Tpp2_1	900	+	43990895	43990906
1	44076769	44076829	A530098C11Rik_1	900	-	44076769	44076780
1	44159222	44159282	1700029F09Rik_1	900	-	44159222	44159233
1	44175599	44175659	Kdelc1_1	900	-	44175599	44175610
1	44175793	44175853	Bivm_1	900	+	44175842	44175853
1	44176812	44176872	Bivm_2	900	+	44176861	44176872
1	44275765	44275825	4832428D23Rik_1	900	-	44275765	44275776
1	44608488	44608548	Gulp1_1	900	+	44608537	44608548
1	45368426	45368486	CA13_1	900	+	45368475	45368486
1	45559897	45559957	Col5a2_1	900	-	45559897	45559908
1	45852296	45852356	Wdr75_1	900	+	45852345	45852356
1	45982416	45982476	Slc40a1_1	900	-	45982416	45982427
1	46069097	46069157	Gm3852_1	900	-	46069097	46069108
1	46123655	46123715	Dnahc7b_1	900	+	46123704	46123715
1	46892965	46893025	Slc39a10_2	900	-	46892965	46892976
1	46910354	46910414	Slc39a10_1	900	-	46910354	46910365
1	50984330	50984390	Tmeff2_1	900	+	50984379	50984390
1	51346050	51346110	Sdpr_1	900	+	51346099	51346110
1	51535232	51535292	Obfc2a_1	900	-	51535232	51535243
1	51972754	51972814	Myo1b_1	900	-	51972754	51972765
1	52043921	52043981	Stat4_1	900	+	52043970	52043981
1	52065022	52065082	Stat4_2	900	+	52065071	52065082
1	52176284	52176344	Stat1_1	900	+	52176333	52176344
1	52290051	52290111	Gls_1	900	-	52290051	52290062
1	52557227	52557287	Nab1_1	900	-	52557227	52557238
1	52687532	52687592	Tmem194b_1	900	+	52687581	52687592
1	52784151	52784211	Mfsd6_1	900	-	52784151	52784162
1	52874583	52874643	Inpp1_1	900	-	52874583	52874594
1	52901842	52901902	Hibch_1	900	+	52901891	52901902
1	53009904	53009964	1700019D03Rik_2	900	-	53009904	53009915
1	53020059	53020119	1700019D03Rik_1	900	-	53020059	53020070
1	53118434	53118494	Mstn_1	900	+	53118483	53118494
1	53244410	53244470	1700019A02Rik_1	900	-	53244410	53244421
1	53353848	53353908	Pms1_1	900	-	53353848	53353859
1	53353870	53353930	Ormdl1_1	900	+	53353919	53353930
1	53370447	53370507	Osgepl1_1	900	+	53370496	53370507
1	53409494	53409554	Asnsd1_1	900	-	53409494	53409505
1	53842014	53842074	Stk17b_1	900	-	53842014	53842025
1	54252037	54252097	Hecw2_1	900	-	54252037	54252048
1	54307560	54307620	Ccdc150_1	900	+	54307609	54307620
1	54495815	54495875	Gtf3c3_1	900	-	54495815	54495826
1	54983177	54983237	Ankrd44_1	900	-	54983177	54983188
1	55084228	55084288	Sf3b1_1	900	-	55084228	55084239
1	55109664	55109724	Coq10b_1	900	+	55109713	55109724
1	55144669	55144729	Hspd1_1	900	-	55144669	55144680
1	55145107	55145167	Hspe1_1	900	+	55145156	55145167
1	55188081	55188141	Mobkl3_1	900	+	55188130	55188141
1	55283608	55283668	Rftn2_1	900	-	55283608	55283619
1	55294012	55294072	Mars2_1	900	+	55294061	55294072
1	55419578	55419638	Boll_2	900	-	55419578	55419589
1	55420355	55420415	Boll_1	900	-	55420355	55420366
1	55462738	55462798	Plcl1_1	900	+	55462787	55462798
1	56694307	56694367	Hsfy2_1	900	-	56694307	56694318
1	57028124	57028184	Satb2_1	900	-	57028124	57028135
1	57434417	57434477	1700066M21Rik_1	900	+	57434466	57434477
1	57463304	57463364	1110034B05Rik_1	900	-	57463304	57463315
1	57463342	57463402	9430016H08Rik_1	900	+	57463391	57463402
1	58026912	58026972	Kctd18_1	900	-	58026912	58026923
1	58052845	58052905	Sgol2_1	900	+	58052894	58052905
1	58086760	58086820	Aox1_1	900	+	58086809	58086820
1	58169970	58170030	Aox3_1	900	+	58170019	58170030
1	58179026	58179086	Aox3_2	900	+	58179075	58179086
1	58267245	58267305	Aox4_1	900	+	58267294	58267305
1	58335105	58335165	Aox3l1_1	900	+	58335154	58335165
1	58449665	58449725	Bzw1_1	900	+	58449714	58449725
1	58449930	58449990	Bzw1_2	900	+	58449979	58449990
1	58502069	58502129	Nif3l1_1	900	+	58502118	58502129
1	58502319	58502379	Ppil3_1	900	-	58502319	58502330
1	58504416	58504476	Nif3l1_2	900	+	58504465	58504476
1	58561788	58561848	Orc2_1	900	-	58561788	58561799
1	58643116	58643176	Fam126b_1	900	-	58643116	58643127
1	58643396	58643456	Ndufb3_1	900	+	58643445	58643456
1	58752793	58752853	Als2cr12_1	900	-	58752793	58752804
1	58768289	58768349	Cflar_1	900	+	58768338	58768349
1	58770088	58770148	Cflar_2	900	+	58770137	58770148
1	58852216	58852276	Casp8_1	900	+	58852265	58852276
1	58859408	58859468	Casp8_2	900	+	58859457	58859468
1	59030263	59030323	Trak2_1	900	-	59030263	59030274
1	59030360	59030420	Stradb_1	900	+	59030409	59030420
1	59176596	59176656	Als2cr4_3	900	-	59176596	59176607
1	59176921	59176981	Als2cr4_2	900	-	59176921	59176932
1	59177275	59177335	Als2cr4_1	900	-	59177275	59177286
1	59218397	59218457	Mpp4_2	900	-	59218397	59218408
1	59220139	59220199	Mpp4_1	900	-	59220139	59220150
1	59294036	59294096	Als2_1	900	-	59294036	59294047
1	59313564	59313624	Cdk15_1	900	+	59313613	59313624
1	59538952	59539012	Fzd7_1	900	+	59539001	59539012
1	59573023	59573083	Gm973_1	900	+	59573072	59573083
1	59727636	59727696	Sumo1_1	900	-	59727636	59727647
1	59741782	59741842	Nop58_1	900	+	59741831	59741842
1	59821281	59821341	Bmpr2_1	900	+	59821330	59821341
1	59969777	59969837	Fam117b_1	900	+	59969826	59969837
1	60099997	60100057	Ica1l_1	900	-	60099997	60100008
1	60154502	60154562	Wdr12_3	900	-	60154502	60154513
1	60155008	60155068	Wdr12_2	900	-	60155008	60155019
1	60155499	60155559	Wdr12_1	900	-	60155499	60155510
1	60237373	60237433	Nbeal1_1	900	+	60237422	60237433
1	60291713	60291773	Nbeal1_2	900	+	60291762	60291773
1	60400114	60400174	Cyp20a1_1	900	+	60400163	60400174
1	60466477	60466537	Abi2_1	900	+	60466526	60466537
1	60623546	60623606	Raph1_1	900	-	60623546	60623557
1	60803204	60803264	Cd28_1	900	+	60803253	60803264
1	60965887	60965947	Ctla4_1	900	+	60965936	60965947
1	61034708	61034768	Icos_1	900	+	61034757	61034768
1	61685410	61685470	Pard3b_1	900	+	61685459	61685470
1	62056860	62056920	Pard3b_2	900	+	62056909	62056920
1	62749916	62749976	Nrp2_1	900	+	62749965	62749976
1	63160797	63160857	Ino80d_1	900	-	63160797	63160808
1	63223230	63223290	Ndufs1_1	900	-	63223230	63223241
1	63223386	63223446	Eef1b2_1	900	+	63223435	63223446
1	63260795	63260855	Gpr1_1	900	-	63260795	63260806
1	63319793	63319853	Zdbf2_1	900	+	63319842	63319853
1	63492459	63492519	Adam23_1	900	+	63492508	63492519
1	63733473	63733533	Dytn_1	900	-	63733473	63733484
1	63777165	63777225	Fastkd2_1	900	+	63777214	63777225
1	64167981	64168041	Klf7_1	900	-	64167981	64167992
1	64579372	64579432	Creb1_1	900	+	64579421	64579432
1	64663765	64663825	Fam119a_1	900	-	64663765	64663776
1	64737541	64737601	Ccnyl1_1	900	+	64737590	64737601
1	64784311	64784371	Fzd5_1	900	-	64784311	64784322
1	65003302	65003362	Plekhm3_1	900	-	65003302	65003313
1	65079310	65079370	Akr1cl_1	900	-	65079310	65079321
1	65097712	65097772	Cryge_1	900	-	65097712	65097723
1	65110001	65110061	Crygd_1	900	-	65110001	65110012
1	65120095	65120155	Crygc_1	900	-	65120095	65120106
1	65128851	65128911	Crygb_1	900	-	65128851	65128862
1	65149936	65149996	Cryga_1	900	-	65149936	65149947
1	65169721	65169781	D630023F18Rik_1	900	-	65169721	65169732
1	65225649	65225709	Idh1_2	900	-	65225649	65225660
1	65233042	65233102	Idh1_1	900	-	65233042	65233053
1	65233207	65233267	Pikfyve_1	900	+	65233256	65233267
1	65357980	65358040	Pth2r_1	900	+	65358029	65358040
1	65973038	65973098	CRGF_1	900	+	65973087	65973098
1	66221820	66221880	Mtap2_1	900	+	66221869	66221880
1	66368525	66368585	Mtap2_2	900	+	66368574	66368585
1	66411182	66411242	Mtap2_3	900	+	66411231	66411242
1	66514842	66514902	Unc80_1	900	+	66514891	66514902
1	66747408	66747468	Rpe_1	900	+	66747457	66747468
1	66864106	66864166	1110028C15Rik_1	900	-	66864106	66864117
1	66909840	66909900	Acadl_1	900	-	66909840	66909851
1	66981911	66981971	Myl1_2	900	-	66981911	66981922
1	66991593	66991653	Myl1_1	900	-	66991593	66991604
1	67085405	67085465	Lancl1_1	900	-	67085405	67085416
1	67169551	67169611	Cps1_1	900	+	67169600	67169611
1	69154622	69154682	Erbb4_1	900	-	69154622	69154633
1	69732524	69732584	Ikzf2_1	900	-	69732524	69732535
1	69873494	69873554	Spag16_1	900	+	69873543	69873554
1	70772349	70772409	Vwc2l_1	900	+	70772398	70772409
1	71149507	71149567	Bard1_1	900	-	71149507	71149518
1	71461455	71461515	Abca12_1	900	-	71461455	71461466
1	71603705	71603765	Atic_1	900	+	71603754	71603765
1	71699735	71699795	Fn1_1	900	-	71699735	71699746
1	72258822	72258882	Mreg_1	900	-	72258822	72258833
1	72330821	72330881	Pecr_1	900	-	72330821	72330832
1	72330919	72330979	Tmem169_1	900	+	72330968	72330979
1	72354052	72354112	Xrcc5_1	900	+	72354101	72354112
1	72582955	72583015	March4_1	900	-	72582955	72582966
1	72629797	72629857	Smarcal1_1	900	+	72629846	72629857
1	72747133	72747193	Ankar_1	900	-	72747133	72747144
1	72757814	72757874	Rpl37a_1	900	+	72757863	72757874
1	72871016	72871076	Igfbp2_1	900	+	72871065	72871076
1	72921447	72921507	Igfbp5_1	900	-	72921447	72921458
1	73062455	73062515	Tnp1_1	900	-	73062455	73062466
1	73983833	73983893	Tns1_3	900	-	73983833	73983844
1	73988570	73988630	Tns1_2	900	-	73988570	73988581
1	74171051	74171111	Tns1_1	900	-	74171051	74171062
1	74172071	74172131	Rufy4_1	900	+	74172120	74172131
1	74200518	74200578	Cxcr2_1	900	+	74200567	74200578
1	74241217	74241277	Cxcr1_1	900	-	74241217	74241228
1	74283068	74283128	Arpc2_1	900	+	74283117	74283128
1	74324907	74324967	Gpbar1_1	900	+	74324956	74324967
1	74331214	74331274	Aamp_1	900	-	74331214	74331225
1	74331584	74331644	Pnkd_1	900	+	74331633	74331644
1	74350740	74350800	Tmbim1_1	900	-	74350740	74350751
1	74379187	74379247	Pnkd_2	900	+	74379236	74379247
1	74408659	74408719	Gm216_1	900	+	74408708	74408719
1	74408930	74408990	Gm216_2	900	+	74408979	74408990
1	74421747	74421807	Slc11a1_1	900	+	74421796	74421807
1	74438227	74438287	Ctdsp1_1	900	+	74438276	74438287
1	74455915	74455975	Vil1_1	900	+	74455964	74455975
1	74552388	74552448	Usp37_2	900	-	74552388	74552399
1	74552584	74552644	Rqcd1_1	900	+	74552633	74552644
1	74590849	74590909	Usp37_1	900	-	74590849	74590860
1	74590875	74590935	Plcd4_1	900	+	74590924	74590935
1	74634577	74634637	Zfp142_1	900	-	74634577	74634588
1	74634887	74634947	Bcs1l_1	900	+	74634936	74634947
1	74647944	74648004	Rnf25_1	900	-	74647944	74647955
1	74647993	74648053	Stk36_1	900	+	74648042	74648053
1	74708272	74708332	Ttll4_1	900	+	74708321	74708332
1	74760086	74760146	Cyp27a1_1	900	+	74760135	74760146
1	74818421	74818481	Wnt6_1	900	+	74818470	74818481
1	74838557	74838617	Wnt10a_1	900	+	74838606	74838617
1	74901462	74901522	Cdk5r2_1	900	+	74901511	74901522
1	74931787	74931847	Fev_1	900	-	74931787	74931798
1	74939679	74939739	Cryba2_1	900	-	74939679	74939690
1	74982153	74982213	Ccdc108_1	900	-	74982153	74982164
1	74998232	74998292	Ihh_1	900	-	74998232	74998243
1	75121753	75121813	Nhej1_1	900	-	75121753	75121764
1	75138200	75138260	1810031K17Rik_3	900	-	75138200	75138211
1	75138935	75138995	1810031K17Rik_2	900	-	75138935	75138946
1	75139235	75139295	1810031K17Rik_1	900	-	75139235	75139246
1	75139312	75139372	Fam134a_1	900	+	75139361	75139372
1	75139784	75139844	Fam134a_2	900	+	75139833	75139844
1	75165170	75165230	Zfand2b_1	900	+	75165219	75165230
1	75165285	75165345	Zfand2b_2	900	+	75165334	75165345
1	75176849	75176909	Abcb6_1	900	-	75176849	75176860
1	75188505	75188565	Atg9a_1	900	-	75188505	75188516
1	75207363	75207423	Stk16_1	900	+	75207412	75207423
1	75215817	75215877	Tuba4a_1	900	-	75215817	75215828
1	75232979	75233039	Dnajb2_1	900	+	75233028	75233039
1	75233297	75233357	Dnajb2_2	900	+	75233346	75233357
1	75260748	75260808	Ptprn_1	900	-	75260748	75260759
1	75274934	75274994	Resp18_1	900	-	75274934	75274945
1	75313582	75313642	Dnpep_2	900	-	75313582	75313593
1	75313961	75314021	Dnpep_1	900	-	75313961	75313972
1	75356854	75356914	Des_1	900	+	75356903	75356914
1	75371822	75371882	Speg_1	900	+	75371871	75371882
1	75378659	75378719	Speg_2	900	+	75378708	75378719
1	75396628	75396688	Speg_3	900	+	75396677	75396688
1	75432499	75432559	Gmppa_1	900	+	75432548	75432559
1	75447035	75447095	Accn4_1	900	+	75447084	75447095
1	75475897	75475957	Chpf_1	900	-	75475897	75475908
1	75476082	75476142	Tmem198_1	900	+	75476131	75476142
1	75503016	75503076	Obsl1_1	900	-	75503016	75503027
1	75503753	75503813	Inha_1	900	+	75503802	75503813
1	75518084	75518144	Stk11ip_1	900	+	75518133	75518144
1	75518308	75518368	Stk11ip_2	900	+	75518357	75518368
1	75542611	75542671	Slc4a3_1	900	+	75542660	75542671
1	77511651	77511711	Epha4_1	900	-	77511651	77511662
1	78193783	78193843	Pax3_1	900	-	78193783	78193794
1	78306884	78306944	Sgpp2_1	900	+	78306933	78306944
1	78485423	78485483	Farsb_1	900	-	78485423	78485434
1	78507669	78507729	Mogat1_1	900	+	78507718	78507729
1	78654408	78654468	Utp14b_1	900	+	78654457	78654468
1	78654922	78654982	Utp14b_2	900	+	78654971	78654982
1	78813436	78813496	Kcne4_1	900	+	78813485	78813496
1	79436586	79436646	Scg2_1	900	-	79436586	79436597
1	79668516	79668576	Ap1s3_1	900	-	79668516	79668527
1	79758273	79758333	Wdfy1_1	900	-	79758273	79758284
1	79772649	79772709	Mrpl44_1	900	+	79772698	79772709
1	79855200	79855260	Serpine2_1	900	-	79855200	79855211
1	80210409	80210469	Fam124b_1	900	-	80210409	80210420
1	80337205	80337265	Cul3_1	900	-	80337205	80337216
1	80661833	80661893	Dock10_2	900	-	80661833	80661844
1	80755088	80755148	Dock10_1	900	-	80755088	80755099
1	81073543	81073603	9430031J16Rik_1	900	+	81073592	81073603
1	81073815	81073875	9430031J16Rik_2	900	+	81073864	81073875
1	81074019	81074079	9430031J16Rik_3	900	+	81074068	81074079
1	82288174	82288234	Irs1_1	900	-	82288174	82288185
1	82313116	82313176	Rhbdd1_1	900	+	82313165	82313176
1	82583456	82583516	Col4a3_1	900	+	82583505	82583516
1	82721443	82721503	Mff_1	900	+	82721492	82721503
1	82725761	82725821	Mff_2	900	+	82725810	82725821
1	82765020	82765080	Tm4sf20_1	900	-	82765020	82765031
1	82835985	82836045	Agfg1_1	900	+	82836034	82836045
1	83035003	83035063	Slc19a3_1	900	-	83035003	83035014
1	83113292	83113352	Ccl20_1	900	+	83113341	83113352
1	83156135	83156195	Wdr69_1	900	+	83156184	83156195
1	83404673	83404733	Sphkap_1	900	-	83404673	83404684
1	84692760	84692820	Dner_1	900	-	84692760	84692771
1	84835944	84836004	Trip12_2	900	-	84835944	84835955
1	84836390	84836450	Fbxo36_1	900	+	84836439	84836450
1	84836880	84836940	Trip12_1	900	-	84836880	84836891
1	84931665	84931725	Slc16a14_1	900	-	84931665	84931676
1	85106395	85106455	A530032D15Rik_2	900	-	85106395	85106406
1	85267113	85267173	A530032D15Rik_1	900	-	85267113	85267124
1	87495367	87495427	Sp110_1	900	-	87495367	87495378
1	87497399	87497459	Sp140_1	900	+	87497448	87497459
1	87546539	87546599	Sp100_1	900	+	87546588	87546599
